question,df_answer,llm_answer,total_time,BS_precision,BS_recall,BS_F1,similarity_value,is_similar
Em que país a Normandia está localizada?,França,França.,1.494091272354126,0.58721923828125,0.6646129488945007,0.625761091709137,0.9791609644889832,1
Quando os normandos estavam na Normandia?,Séculos X e XI,Em 1066.,0.8517551422119141,0.16482692956924438,-0.019661705940961838,0.06903180480003357,0.22514434158802032,1
De quais países os nórdicos se originaram?,"Dinamarca, Islândia e Noruega","Dinamarqueses, noruegueses, nórdicos-gaels, orkney vikings, possivelmente suecos e anglo-dinamarqueses.",1.4521193504333496,-0.07494906336069107,0.15549880266189575,0.033954184502363205,0.4352828860282898,1
Quem era o líder nórdico?,Rollo,Rollo.,0.7536687850952148,0.7129108309745789,0.7656148076057434,0.7393175363540649,0.9499413967132568,1
Em que século os normandos ganharam sua identidade separada?,Século X,No século 10.,0.8352952003479004,0.27128881216049194,0.15445345640182495,0.21212510764598846,0.7113935947418213,1
Quem foi o duque na batalha de Hastings?,"William, o conquistador",Guilherme II da Normandia.,0.8819179534912109,0.1981537640094757,0.16080620884895325,0.1803610920906067,0.31192415952682495,1
Quem governou o ducado da Normandia,Richard I,N/A.,1.083587884902954,-0.007551093120127916,-0.007679196540266275,-0.006308188661932945,0.16422531008720398,0
Que religião eram os normandos,católico,Cristãos.,0.8350727558135986,0.47279679775238037,0.4658903479576111,0.47002652287483215,0.42130136489868164,1
Qual é o significado original da palavra Norman?,Viking,"A palavra Norman vem de ""nórdicos"".",0.8011364936828613,0.03503572568297386,0.24793334305286407,0.13649307191371918,0.4465424418449402,1
Quando a versão latina da palavra Norman foi registrada pela primeira vez?,Século IX,N/A,0.6843099594116211,0.16030141711235046,0.0958094522356987,0.1286238580942154,0.17726564407348633,0
Quando foi fundado o Ducado da Normandia?,911,911.,0.7440288066864014,0.42347192764282227,0.4493868052959442,0.437081903219223,0.9580383896827698,1
Com quem Rollo assinou o tratado de Saint-Clair-sur-Epte?,Rei Carlos III,Com o rei Carlos III de West Francia.,0.8804926872253418,0.32951346039772034,0.5600470900535583,0.4393484890460968,0.6937633752822876,1
Que rio originalmente delimitou o Ducado,Seine,Reno.,1.0570435523986816,0.18093332648277283,0.08474110811948776,0.13271281123161316,0.384055495262146,1
"Quem, ao chegar, deu aos colonos viking originais uma identidade comum?",Rollo,Rollo,0.8693468570709229,1.0000005960464478,1.0000005960464478,1.0000005960464478,1.0000001192092896,1
Qual era a religião normanda?,catolicismo,Cristianismo.,0.7233293056488037,0.4564301669597626,0.41589081287384033,0.4367015063762665,0.3992108702659607,1
Em que parte da França os normandos estavam localizados?,norte,Normandia.,0.7759253978729248,0.32946333289146423,0.25185978412628174,0.2908328175544739,0.31578290462493896,1
Qual foi uma das principais exportações da Normandia?,cavaleiros de combate,N/A,0.7203001976013184,0.14258736371994019,0.06076493114233017,0.1019221618771553,0.11592061072587967,0
"Quem foi o principal inimigo dos normandos na Itália, no Império Bizantino e na Armênia?",Seljuk Turks,Turcos seljúcidas.,0.8333950042724609,0.17175938189029694,0.1344357579946518,0.15401038527488708,0.4772966206073761,1
Quando Herve serviu como general bizantino?,1050s,Na década de 1050.,0.8399994373321533,0.23491083085536957,0.42242681980133057,0.32523733377456665,0.4911021888256073,1
Quando Robert Crispin enfrentou os turcos?,1060s,Na década de 1060.,1.1555805206298828,0.254970520734787,0.42915061116218567,0.3392259180545807,0.5322850346565247,1
Quem arruinou os planos de Roussel de Bailleul para um estado independente?,Alexius Komnenos,N/A,0.8125185966491699,0.17487245798110962,0.011017232201993465,0.09041403234004974,0.11013393104076385,0
Qual era o nome do castelo normando?,Afranji,N/A.,0.7686030864715576,0.05829130485653877,0.024953749030828476,0.04270840808749199,0.16367611289024353,0
Quem era o líder quando os francos entraram no vale do Eufrates?,Oursel,Oursel.,0.7770087718963623,0.5665283203125,0.6024832725524902,0.5849036574363708,0.9665019512176514,1
Com quem os normandos se uniram na Anatólia?,Forças turcas,Turcos.,0.8122692108154297,0.22655607759952545,0.15493625402450562,0.19112488627433777,0.6529655456542969,1
Quais foram as origens da família Raouliii?,Mercenário normando,"Os contingentes de Rollo que invadiram e estabeleceram a Normandia e partes da costa atlântica eram compostos por dinamarqueses, noruegueses, nórdicos-gaels, orkney vikings, possivelmente suecos e anglo-dinamarqueses da danelaw inglesa.",1.8893535137176514,-0.11625121533870697,0.1421898454427719,0.004584352020174265,0.41380056738853455,1
Qual era o nome do conde de Apúlia,Robert Guiscard,Robert Guiscard.,1.1671373844146729,0.7004953622817993,0.7439520359039307,0.7223899364471436,0.9866436123847961,1
Quando Dyrrachium caiu para os normandos?,1082,N/A,0.7109057903289795,0.2282368242740631,0.21452775597572327,0.22236813604831696,0.2467137724161148,1
Quantos homens havia no exército de Robert?,30.000,N/A,1.2643039226531982,0.27443259954452515,0.25883573293685913,0.2675550580024719,0.18801182508468628,0
Onde os normandos e bizantinos assinaram o tratado de paz?,Deabolis,Na Sicília.,0.8285987377166748,0.1614343672990799,0.09787991642951965,0.1302402764558792,0.2902331054210663,1
Quem era o filho de Robert?,Bohemond,Duncan.,1.0377216339111328,0.3012162744998932,0.11052346229553223,0.20217347145080566,0.16467119753360748,0
